2,炎の僧兵炎姿槌,炎撃,両手持ちの攻撃力上昇+15%
2,クレイモア,巨人狩り,両手持ちの攻撃力上昇+15%
2,神聖な貴腐騎士剣,聖律,ジャンプ攻撃強化+17%
2,コンポジットボウ,強射,"敵撃破時、取得ルーン増加+6%
射撃攻撃強化+10%
最大HP低下-4%"
2,ゴーレムの大弓,貫通射撃,魔力カット率上昇+16%
2,クレプスの黒鍵,キック,発見力上昇+30
2,さざれ石の聖印,雷の槍／ランサクスの薙刀,雷攻撃力上昇+9%
2,神聖画の盾,戦技なし,聖カット率上昇+16%
2,蠍の針,連続突き,"スタミナ回復速度上昇+3
致命の一撃強化+24%
瀕死時、最大HP低下+15%"
2,炎の司教大炎槌,司教の突進,戦技攻撃力上昇+21%
2,百智の王笏,百智の世界,"属性攻撃力上昇+6%
タメ攻撃命中時、魔力攻撃が発生
夜の雨の被ダメージ増加+100%"
2,ルーサットの輝石杖,滅びの流星／ハイマの大鎚,"ガード継続時、魔術／祈祷の強化と詠唱速度上昇
魔術強化+11%
最大FP低下-9%"
3,慈悲の短剣,パリィ,ガードを崩す力上昇+45%
3,炎のフランベルジュ,赤獅子の炎,致命の一撃強化+18%
3,隕鉄の刀,剣舞,敵複数撃破で、呪霊を放つ
3,魔力の蟲グレイブ,回れ回れ,ガード成功時、カット率上昇+19%
3,貴腐騎士の剣,王騎士の決意,二刀持ちの攻撃力上昇+15%
3,牙付き棍棒,嵐呼び,タメ攻撃強化+19%
3,ゴーレムの大弓,貫通射撃,ジャンプ攻撃強化+17%
3,爪痕の聖印,獣の石／グラングの岩,"物理攻撃力上昇+8%
冷気耐性上昇+75
瀕死時、アーツゲージが減少-30%"
3,鋲壁の盾,シールドバッシュ,魔力カット率上昇+16%
3,神聖な解体包丁,祈りの一撃,"タメ攻撃で、聖衝撃波を発生
攻撃命中時、HP回復+8HP
最大未満時、アーツゲージ蓄積鈍化-15%"
3,氷結の針,王騎士の決意,"タメ攻撃で、氷嵐を発生
二刀持ちの攻撃力上昇+18%
夜の雨の被ダメージ増加+150%"
3,黄金樹の弓,強射,射撃攻撃強化+10%
3,滑車の弩,キック,タメ攻撃強化+22%
3,隕石の杖,重力弾／星砕き,"魔術／祈祷強化+6%
魔術／祈祷消費FP軽減-20%
スタミナ低下時、カット率低下-10%"
4,血の黄銅短刀,血の刃,"聖カット率上昇+16%
攻撃連続時、一度だけカット率上昇+48%
回避直後、カット率低下-15%"
4,雷の蛇骨刀,雷撃斬,雷攻撃力上昇+9%
4,巨人砕き,我慢,炎攻撃力上昇+9%
4,夜騎兵のグレイブ,嵐の襲撃,敵複数撃破で、冷気の霧を発生
4,魔力のロジェール刺剣,輝剣の円陣,"消費FP軽減-9%
魔力攻撃力上昇+9%
すべての状態異常耐性低下-30"
4,角の弓,宿し撃ち,ガード成功時、強靭度上昇+18%
4,クレプスの黒鍵,キック,戦技攻撃力上昇+18%
4,手持ちバリスタ,キック,雷カット率上昇+16%
4,爪痕の聖印,獣の石／グラングの獣爪,HP低下時、カット率上昇+30%
4,赤獅子の大盾,戦技なし,発狂耐性上昇+75
4,死かき棒,霊炎発火,"ジャンプ攻撃強化+20%
HP低下時、攻撃力上昇+21%
最大HP低下-4%"
4,竜のハルバード,回転斬り,ジャンプ攻撃強化+20%
4,指輪指,爪弾き,被ダメージ時、カット率上昇+36%
4,ルーサットの輝石杖,滅びの流星／ハイマの砲丸,"魔術／祈祷強化+8%
魔術／祈祷、詠唱速度上昇+2
最大FP低下-9%"
5,二又の大剣,獣の咆哮,タメ攻撃命中時、カット率上昇+24%
5,炎の長牙,炎撃,タメ攻撃強化+19%
5,夜騎兵のグレイブ,嵐の襲撃,敵複数撃破で、冷気の霧を発生
5,黄銅の短刀,クイックステップ,タメ攻撃命中時、炎攻撃が発生
5,炎の僧兵炎姿槌,炎撃,両手持ちの攻撃力上昇+15%
5,コンポジットボウ,強射,ガード成功時、カット率上昇+19%
5,ゴーレムの大弓,貫通射撃,"物理カット率上昇+9%
射撃攻撃強化+10%
すべての状態異常耐性低下-30"
5,手持ちバリスタ,キック,被ダメージ時、カット率上昇+28%
5,巨人の聖印,巨人の火をくらえ／火投げ,炎攻撃力上昇+9%
5,蝕紋の大盾,戦技なし,炎カット率上昇+16%
5,輝石のクリス,輝石の彗礫,"最大FP上昇+13%
魔術強化+11%
回避直後、カット率低下-20%"
5,獣爪の大槌,獣王の爪,"体勢を崩す力上昇+8%
戦技攻撃力上昇+21%
夜が深まるほど被ダメージ増加+1"
5,雷の蟻棘レイピア,雷撃斬,"最大HP上昇+8%
戦技攻撃力上昇+21%
瀕死時、アーツゲージが減少-30%"
5,死王子の杖,怨霊呼び／古き死の怨霊,HP持続回復+1
6,黄銅の短刀,クイックステップ,タメ攻撃命中時、炎攻撃が発生
6,ガーゴイルの大剣,真空斬り,戦技の消費FP軽減-18%
6,忌み潰しの大鉈,霧の猛禽,炎カット率上昇+16%
6,欠波紋の斧槍,落雷,"全状態異常耐性を高める+52
発見力上昇+30
聖杯瓶の回復量低下-6%"
6,隕鉄の刀,二連斬り,HP最大時、攻撃力上昇+10%
6,貴腐騎士の剣,王騎士の決意,二刀持ちの攻撃力上昇+15%
6,月輪の弩,キック,HP最大時、攻撃力上昇+10%
6,手持ちバリスタ,キック,聖カット率上昇+16%
6,神狩りの聖印,黒炎／黒炎の護り,敵撃破時、HP回復+20
6,カッコウの大盾,戦技なし,疾走で、溶岩が発生
6,名刀月隠,束の間の月影,"属性攻撃力上昇+8%
戦技の消費FP軽減-24%
スタミナ低下時、カット率低下-15%"
6,使者たちの笛,神託のシャボン,"消費FP軽減-13%
タメ攻撃命中時、聖攻撃が発生
回避直後、カット率低下-20%"
6,黒弓,連続射撃,"刺突カウンター強化+10%
敵から狙われ難くなる-12
夜が深まるほど被ダメージ増加+1"
6,アズールの輝石杖,彗星アズール／魔術の地,魔力攻撃力上昇+12%
7,魔力の慈悲短剣,輝剣の円陣,致命の一撃強化+18%
7,失地騎士の大剣,踏み込み（斬り上げ）,HP低下時、カット率上昇+30%
7,隕鉄の刀,二連斬り,HP最大時、攻撃力上昇+10%
7,蟲のグレイブ,共撃の幻,HP持続回復+1
7,トロルハンマー,トロルの咆哮,炎カット率上昇+16%
7,雷のハンマー,雷撃斬,HP低下時、攻撃力上昇+17%
7,月輪の弩,キック,戦技の消費FP軽減-18%
7,手持ちバリスタ,キック,一定間隔で複数の輝剣を発生
7,結晶杖,砕け散る結晶／結晶の解放,"属性攻撃力上昇+6%
魔術タメ強化+13%
物理カット率低下-6%"
7,黄金の大盾,突撃バッシュ,歩きで、次々と火柱を燃え上がらせる
7,ガーゴイルの黒斧,ウォークライ,"物理攻撃力上昇+8%
タメ攻撃強化+22%
HP持続減少-1"
7,冷たい氷結針,冷気の霧,"体勢を崩す力上昇+8%
タメ攻撃強化+22%
聖杯瓶使用時、カット率低下-33%"
7,滑車の弓,アローレイン,戦技の消費FP軽減-24%
7,黄金律の聖印,光輪／ラダゴンの光輪,"属性攻撃力上昇+8%
魔術／祈祷の詠唱時、カット率上昇+30%
夜が深まるほど被ダメージ増加+2"
8,炎の脇差,赤獅子の炎,敵から狙われ難くなる-9
8,二又の大剣,猟犬のステップ,二刀持ちの攻撃力上昇+15%
8,欠波紋の斧槍,落雷,被ダメージ時、FP回復+4
8,炎の僧兵炎姿槌,炎撃,両手持ちの攻撃力上昇+15%
8,ロジェールの刺剣,嵐の刃,戦技の諸費FP軽減-18%
8,ハープボウ,連続射撃,"戦技攻撃力上昇+18%
敵撃破時、FP回復+6%
最大スタミナ低下-5%"
8,ゴーレムの大弓,貫通射撃,戦技攻撃力上昇+18%
8,月輪の弩,キック,射撃攻撃強化+10%
8,ゲルミアの輝石杖,溶岩弾／ライカードの怨霊,疾走で、溶岩が発生
8,金装の大盾,鉄壁の盾,出血耐性上昇+75
8,竜鱗刀,氷雷剣,"消費FP軽減-9%
戦技攻撃力上昇+21%
状態異常による被ダメージ増加+25%"
8,化身の儀仗,黄金樹の尻撃,敵撃破時、HP回復+20
8,指輪指,爪弾き,"タメ攻撃で、溶岩を発生
疾走で、溶岩が発生
瀕死時、アーツゲージが減少-30%"
8,狂い火の聖印,狂い火／空裂狂火,"魔術／祈祷強化+8%
被ダメージ時、FP回復+6
すべての状態異常耐性低下-45"
9,炎の騎士大剣,溶岩噴火,戦技の消費FP軽減-18%
9,隕鉄の刀,牙突き,戦技攻撃力上昇+18%
9,トロルハンマー,トロルの咆哮,炎カット率上昇+16%
9,蟲のグレイブ,共撃の幻,HP最大時、攻撃力上昇+10%
9,ロジェールの刺剣,嵐の刃,戦技の消費FP軽減-18%
9,ヴァレーの花束,血の徴収,"刺突カウンター強化+10%
HP持続回復+1
HP最大未満時、攻撃力低下-5%"
9,ゴーレムの大弓,貫通射撃,HP低下時、カット率上昇+30%
9,クレプスの黒鍵,キック,敵から狙われ難くなる-9
9,カーリアの輝剣杖,魔術の輝剣／ローレッタの大弓,"魔術強化+8%
敵撃破時、FP回復+6%
瀕死時、アーツゲージが減少-30%"
9,聖樹紋の大盾,戦技なし,歩きで、赤い落雷を周囲に呼ぶ
9,チンクエディア,クイックステップ,"物理攻撃力上昇+8%
祈祷強化+11%
属性カット率低下-6%"
9,血の蟻棘レイピア,血の刃,戦技攻撃力上昇+21%
9,蛇弓,強射,"精密射撃で、着弾時に毒の霧を発生
発見力上昇+40
HP最大未満時、毒が蓄積+2"
9,竜餐の印,竜炎／竜咬,HP最大時、攻撃力上昇+14%
10,隕鉄の刀,二連斬り,魔力攻撃力上昇+9%
10,腐敗したバトルハンマー,岩石剣,"体勢を崩す力上昇+8%
被ダメージ時、カット率上昇+28%
HP最大未満時、腐敗が蓄積+1"
10,炎の守人剣槍,黒炎の渦,敵複数撃破で、落雷を発生
10,クレイモア,獅子斬り,両手持ちの攻撃力上昇+15%
10,魔力のロジェール刺剣,グレート・カーリア,"属性攻撃力上昇+6%
戦技攻撃力上昇+18%
HP最大未満時、アーツゲージ蓄積鈍化-10%"
10,ハープボウ,連続射撃,両手持ちの攻撃力上昇+15%
10,ゴーレムの大弓,貫通射撃,射撃攻撃強化+10%
10,しろがねの杖,輝石のつぶて／降り注ぐ魔力,敵撃破時、HP回復+20
10,鉄茨の大盾,シールドバッシュ,魔術強化+8%
10,黒き刃,死の刃,タメ攻撃強化+22%
10,白王の剣,白王の引力波,"タメ攻撃で、敵を引き寄せる
一定間隔で多数の輝剣を発生
瀕死時、アーツゲージが減少-45%"
10,指輪指,爪弾き,敵撃破時、HP回復+40
10,壺大砲,キック,射撃攻撃強化+14%
10,黄金律の聖印,光輪／三なる光輪,"魔術／祈祷強化+6%
敵複数撃破で、黄金の衝撃波を発生
属性カット率低下-6%"
11,黄銅の短刀,クイックステップ,聖攻撃力上昇+9%
11,二又の大剣,落雷,腐敗耐性上昇+75
11,神聖な断胴大鉈,祈りの一撃,ガードを崩す力上昇+45%
11,蟲のグレイブ,共撃の幻,HP最大時、攻撃力上昇+10%
11,神聖なモーニングスター,祈りの一撃,HP最大時、カット率上昇+32%
11,赤木のショートボウ,連続射撃,戦技攻撃力上昇+18%
11,ゴーレムの大弓,貫通射撃,HP最大時、攻撃力上昇+10%
11,クレプスの黒鍵,キック,"歩きで、呪霊を放つ
発見力上昇+30
回避直後、カット率低下-15%"
11,カーリアの輝石杖,カーリアの速剣／アデューラの月の剣,一定間隔で多数の輝剣を発生
11,名家の大盾,鉄壁の盾,HP持続回復+1
11,屍山血河,死屍累々,炎攻撃力上昇+12%
11,宿将の軍旗,軍旗の下に,"タメ攻撃で、幻影が攻撃
攻撃連続時、一度だけカット率上昇+60%
瀕死時、最大HP低下-20%"
11,蟻棘のレイピア,パリィ,"タメ攻撃で、幻影が攻撃
致命の一撃強化+24%
夜が深まるほど被ダメージ増加+2"
11,黄金樹の聖印,黄金の怒り／黄金樹の回復,"消費FP軽減-9%
魔術／祈祷の詠唱時、カット率上昇+30%
瀕死時、アーツゲージが減少-30%"
12,魔力の脇差,グレート・カーリア,戦技の消費FP軽減-18%
12,神聖な分かたれぬ双児剣,聖なる刃,"聖攻撃力上昇+9%
戦技の消費FP軽減-18%
回避連続時、カット率低下-23%"
12,ガーゴイルの大斧,乱撃,炎カット率上昇+16%
12,神聖なモーニングスター,祈りの一撃,HP最大時、カット率上昇+32%
12,魔力のロジェール刺剣,グラビタス,敵撃破時、HP回復+30
12,しろがねの弓,強射,戦技攻撃力上昇+18%
12,ゴーレムの大弓,貫通射撃,HP最大時、攻撃力上昇+10%
12,クレプスの黒鍵,キック,歩きで、次々と火柱を燃え上がらせる
12,咎人の杖,罰の茨／罪の茨,HP持続回復+1
12,獣紋の黄金盾,突撃バッシュ,"スタミナ回復速度上昇+3
ガードカウンター強化+20%
聖杯瓶使用時、カット率低下-33%"
12,竜鱗刀,氷雷剣,"タメ攻撃で、氷嵐を発生
冷気耐性上昇+112
回避連続時、カット率低下-30%"
12,ガーゴイルの黒斧槍,嵐呼び,被ダメージ時、FP回復+6
12,ノクスの流体槌,流体化,"属性カット率上昇+9%
戦技攻撃力上昇+21%
最大FP低下-6%"
12,竜餐の印,竜炎／グレイオールの咆哮,連撃の最終攻撃強化+31%
13,慈悲の短剣,貫通突き,"致命の一撃強化+18%
敵撃破時、FP回復+6%
瀕死時、最大HP低下-15%"
13,血の隕鉄刀,切腹,タメ攻撃命中時、魔力攻撃が発生
13,腐敗したバトルハンマー,地揺らし,ガードを崩す力上昇+45%
13,守人の剣槍,ヒップドロップ,ガード強度上昇+15%
13,毒の牙付き棍棒,毒の霧,タメ攻撃命中時、カット率上昇+24%
13,しろがねの弓,強射,戦技攻撃力上昇+18%
13,クレプスの黒鍵,キック,敵から狙われ難くなる-9
13,手持ちバリスタ,キック,一定間隔で複数の輝剣を発生
13,喪失の杖,夜の彗星／奇襲のつぶて,魔力攻撃力上昇+9%
13,神聖画の盾,無敵,雷攻撃力上昇+9%
13,ミエロスの剣,ミエロスの絶叫,"物理攻撃力上昇+8%
歩きで、呪霊を放つ
HP最大未満時、アーツゲージ蓄積鈍化-10%"
13,蟻棘のレイピア,暗殺の作法,"致命の一撃強化+24%
敵撃破時、FP回復+8%
夜が深まるほど被ダメージ増加+1"
13,黄金樹の弓,アローレイン,射撃攻撃強化+14%
13,黄金樹の聖印,黄金の怒り／黒き剣,"FP不足による魔術／祈祷でFP回復+13%
聖攻撃力上昇+12%
最大FP低下-9%"
14,血の血汚れ短刀,血の刃,致命の一撃強化+18%
14,クレイモア,獅子斬り,両手持ちの攻撃力上昇+15%
14,ガーゴイルの大斧,ウォークライ,タメ攻撃強化+19%
14,蟲のグレイブ,剣舞,戦技の消費FP軽減-18%
14,血の隕鉄刀,切腹,タメ攻撃命中時、魔力攻撃が発生
14,血の貴腐騎士剣,血の徴収,抗死耐性上昇+75
14,手持ちバリスタ,キック,疾走で、溶岩が発生
14,カーリアの輝石杖,カーリアの速剣／カーリアの大剣,敵から狙われ難くなる-9
14,巨人の聖印,巨人の火をくらえ／火よ、焼き尽くせ！,"最大FP上昇+9%
祈祷タメ強化+13%
夜が深まるほど被ダメージ増加+1"
14,名刀月隠,束の間の月影,"戦技攻撃力上昇+21%
一定間隔で複数の輝剣を発生
スタミナ低下時、カット率低下-10%"
14,ノクスの流体槌,流体化,"物理攻撃力上昇+10%
攻撃命中時、FP回復+3%
回避連続時、カット率低下-30%"
14,滑車の弓,強射,"タメ攻撃で、魔力弾が追撃
射撃攻撃強化+14%
HP最大未満時、攻撃力低下-7%"
14,黄金樹の大弓,貫通射撃,聖攻撃力上昇+12%
14,クラゲの盾,伝染する怒り,祈祷強化+11%
15,血の黄銅短刀,血の徴収,二刀持ちの攻撃力上昇+15%
15,騎士大剣,獅子斬り,連撃の最終攻撃強化+26%
15,守人の剣槍,牙突き,タメ攻撃強化+19%
15,炎の祝祭大頭蓋,赤獅子の炎,戦技攻撃力上昇+18%
15,魔力のロジェール刺剣,輝石のつぶて,一定間隔で複数の輝剣を発生
15,コンポジットボウ,強射,HP最大時、攻撃力上昇+10%
15,月輪の弩,キック,敵から狙われ難くなる-9
15,咎人の杖,罰の茨／罪の茨,敵撃破時、HP回復+20
15,神狩りの聖印,黒炎／黒炎の刃,"物理カット率上昇+9%
魔術／祈祷、詠唱速度上昇+2
最大FP低下-6%"
15,竜鱗刀,氷雷剣,歩きで、呪霊を放つ
15,ガーゴイルの黒斧,王騎士の決意,"最大HP上昇+8%
タメ攻撃強化+22%
HP最大未満時、アーツゲージ蓄積鈍化-10%"
15,使者たちの笛,神託のシャボン,"戦技攻撃力上昇+21%
HP持続回復+1
HP最大未満時、毒が蓄積+1"
15,壺大砲,キック,HP持続回復+1
15,単眼の盾,炎の唾,"体勢が崩れた時、我慢を発動
ガード強度上昇+20%
すべての状態異常耐性低下-45"
16,結晶ナイフ,輝石のつぶて,攻撃命中時、HP回復+6
16,長牙,剣舞,"物理攻撃力上昇+8%
攻撃連続時、一度だけカット率上昇+48%
最大スタミナ低下-5%"
16,炎の祝祭大頭蓋,赤獅子の炎,戦技攻撃力上昇+18%
16,冷たい蟲グレイブ,氷槍,ガード成功時、カット率上昇+19%
16,血のクレイモア,血の斬撃,敵撃破時、FP回復+6%
16,神聖な貴腐騎士剣,聖なる刃,HP最大時、攻撃力上昇+10%
16,ゴーレムの大弓,貫通射撃,射撃攻撃強化+10%
16,クレプスの黒鍵,キック,HP最大時、攻撃力上昇+10%
16,喪失の杖,夜の彗星／夜巫女の霧,魔力カット率上昇+16%
16,巨人の聖印,巨人の火をくらえ／火よ、力を！,HP最大時、カット率上昇+32%
16,ヘルフェンの尖塔,滅びの霊炎,"属性攻撃力上昇+8%
両手持ちの攻撃力上昇+18%
聖杯瓶使用時、カット率低下-46%"
16,百智の王笏,百智の世界,"聖杯瓶の回復で、FPも回復+20%
聖カット率上昇+20%
聖杯瓶使用時、カット率低下-46%"
16,黒弓,アローレイン,連撃の最終攻撃強化+31%
16,ガンメンの盾,火炎舌,"炎攻撃力上昇+12%
戦技の消費FP軽減-24%
状態異常による被ダメージ増加+25%"
17,雷の慈悲短剣,雷の羊,攻撃連続時、一度だけカット率上昇+48%
17,炎のフランベルジュ,炎撃,聖カット率上昇+16%
17,蛇骨の刀,二連斬り,"物理攻撃力上昇+8%
致命の一撃強化+18%
物理カット率低下-6%"
17,雷のガーゴイル斧槍,落雷,HP持続回復+1
17,ロジェールの刺剣,連続突き,致命の一撃強化+18%
17,ヴァレーの花束,猟犬のステップ,聖カット率上昇+16%
17,ゴーレムの大弓,貫通射撃,連撃の最終攻撃強化+26%
17,手持ちバリスタ,キック,敵から狙われ難くなる-9
17,結晶杖,砕け散る結晶／放たれる結晶,敵撃破時、HP回復+20
17,さざれ石の聖印,雷の槍／フォルサクスの雷槍,敵撃破時、FP回復+4%
17,尊顔の燭台,噴き上がる信仰,"強靭度上昇+33%
被ダメージ時、カット率上昇+36%
攻撃時、稀に攻撃がかすめる-2"
17,冷たい氷結針,霜踏み,"タメ攻撃強化+22%
一定間隔で複数の輝剣を発生
状態異常による被ダメージ増加+25%"
17,黄金樹の弓,強射,"属性カット率上昇+9%
射撃攻撃強化+14%
回避連続時、カット率低下-23%"
17,蟻の頭甲,シールドバッシュ,被ダメージ時、FP回復+6
18,血のクレイモア,血の斬撃,敵撃破時、FP回復+4%
18,隕鉄の刀,剣舞,"体勢を崩す力上昇+8%
タメ攻撃強化+9%
HP最大未満時、攻撃力低下-5%"
18,神聖な巨人砕き,黄金の地,HP低下時、カット率上昇+38%
18,結晶ナイフ,グレート・カーリア,HP持続回復+1
18,ロジェールの刺剣,連続突き,致命の一撃強化+18%
18,角の弓,宿し撃ち,発見力上昇+30
18,クレプスの黒鍵,キック,魔力カット率上昇+16%
18,手持ちバリスタ,キック,発見力上昇+30
18,ゲルミアの輝石杖,溶岩弾／ゲルミアの怒り,"魔術／祈祷強化+6%
疾走で、溶岩が発生
瀕死時、最大HP低下-15%"
18,爪痕の聖印,獣の石／獣の生命,一定間隔で多数の輝剣を発生
18,輝石のクリス,輝石の彗礫,敵撃破時、HP回復+20
18,黄金のハルバード,黄金樹に誓って,聖攻撃力上昇+12%
18,ノクスの流体槌,流体化,"ガードカウンター強化+23%
ガード成功時、カット率上昇+24%
回避連続時、カット率低下-23%"
18,指紋石の盾,突撃バッシュ,"物理カット率上昇+13%
ガード強度上昇+20%
状態異常による被ダメージ増加+35%"
19,結晶ナイフ,グレート・カーリア,HP持続回復+1
19,長牙,牙突き,両手持ちの攻撃力上昇+15%
19,腐敗した大斧,ヒップドロップ,"物理攻撃力上昇+8%
タメ攻撃命中時、カット率上昇+40%
HP最大未満時、腐敗が蓄積+1"
19,貴腐騎士の剣,猟犬のステップ,炎カット率上昇+12%
19,冷たいモーニングスター,冷気の霧,HP低下時、カット率上昇+23%
19,しろがねの弓,アローレイン,戦技の消費FP軽減-18%
19,ゴーレムの大弓,貫通射撃,敵撃破時、HP回復+20
19,クレプスの黒鍵,キック,HP低下時、カット率上昇+30%
19,カーリアの輝剣杖,魔術の輝剣／巨剣陣,HP低下時、攻撃力上昇+17%
19,爪痕の聖印,獣の石／獣爪,魔術／祈祷の詠唱時、カット率上昇+24%
19,使命の刃,黄金の刃,"タメ攻撃で、黒炎を撒く
攻撃命中時、FP回復+3
最大HP低下-6%"
19,宿将の軍旗,軍旗の下に,攻撃命中時、HP回復+8
19,冷たい氷結針,霜踏み,"刺突カウンター強化+15%
HP最大時、カット率上昇+40%
状態異常による被ダメージ増加+35%"
19,竜爪の盾,シールドバッシュ,"属性カット率上昇+9%
雷攻撃力上昇+12%
回避直後、カット率低下-15%"
20,隕鉄の刀,雷撃斬,魔力攻撃力上昇+9%
20,腐敗したバトルハンマー,誇示する咆哮,敵撃破時、HP回復+20
20,炎の守人剣槍,炎撃,炎攻撃力上昇+9%
20,雷のハンマー,雷撃斬,HP低下時、攻撃力上昇+17%
20,貴腐騎士の剣,猟犬のステップ,炎カット率上昇+12%
20,ハープボウ,連続射撃,聖カット率上昇+16%
20,月輪の弩,キック,"射撃攻撃強化+10%
敵複数撃破で、怨霊を呼ぶ
最大スタミナ低下-5%"
20,手持ちバリスタ,キック,発見力上昇+30
20,しろがねの杖,輝石のつぶて／渦巻くつぶて,HP最大時、攻撃力上昇+10%
20,さざれ石の聖印,雷の槍／古竜の雷撃,魔術／祈祷、詠唱層度上昇+1
20,レドゥビア,レドゥビアの血刃,"敵撃破時、取得ルーン増加+6%
戦技攻撃力上昇+21%
スタミナ低下時、カット率低下-10%"
20,オルドビスの大剣,オルドビスの渦,"タメ攻撃で、聖衝撃波を発生
HP最大時、攻撃力上昇+14%
夜の雨のダメージ増加+150%"
20,百智の王笏,百智の世界,"最大FP上昇+9%
一定間隔で多数の輝剣を発生
瀕死時、最大HP低下-15%"
20,黄金樹の大盾,黄金の返報,HP低下時、カット率上昇+37%
